goodForGroups,city,state,latitude,longitude,stars,reviewCount,checkins,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids
1,Las Vegas,NV,36.2636158,-115.2513918,4.5,27,41,FALSE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Scottsdale,AZ,33.5250892,-111.9253313,4,45,92,FALSE,full_bar,quiet,casual,3,TRUE,TRUE,no,TRUE,TRUE,
0,Bellevue,PA,40.496038,-80.057175,4.5,8,8,TRUE,none,,,1,,,,FALSE,,
1,Phoenix,AZ,33.496155,-112.021248,4,85,288,FALSE,full_bar,loud,casual,2,FALSE,FALSE,,TRUE,FALSE,
1,Phoenix,AZ,33.552694,-112.0542748,4,117,296,TRUE,full_bar,average,casual,2,FALSE,,,TRUE,TRUE,
0,Montral,QC,45.5357299,-73.5944674,3.5,4,5,TRUE,full_bar,average,,2,,,no,FALSE,,
1,Glendale,AZ,33.62234305,-112.1825606,5,3,76,TRUE,full_bar,quiet,,1,,FALSE,outdoor,TRUE,,
1,Las Vegas,NV,36.1680146,-115.2059198,4,29,130,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Montreal,QC,45.5380973,-73.6139752,3.5,6,4,TRUE,none,,,1,,,,,,
1,Tempe,AZ,33.4149286,-111.9249897,3,25,47,TRUE,none,average,casual,1,TRUE,FALSE,,FALSE,TRUE,
1,Mesa,AZ,33.3934489,-111.698291,3.5,32,135,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,,
1,Edinburgh,EDH,55.97676834,-3.169495137,3,13,4,TRUE,full_bar,average,casual,3,FALSE,FALSE,,TRUE,FALSE,
0,Waterloo,ON,43.4720841,-80.5386362,4,4,4,TRUE,none,,,1,,,,,,
1,Pittsburgh,PA,40.4286799,-79.9773693,3,41,105,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,yes,FALSE,FALSE,
0,Henderson (Green  Valley),NV,36.004197,-115.084551,4,31,182,TRUE,none,,,2,,TRUE,,,,
1,Las Vegas,NV,36.124423,-115.146372,3,17,6,FALSE,full_bar,,casual,1,FALSE,,,FALSE,,
1,Charlotte,NC,35.213825,-80.8263489,4,112,159,TRUE,full_bar,average,casual,3,FALSE,FALSE,,TRUE,FALSE,
1,Scottsdale,AZ,33.501547,-111.924147,3.5,227,783,TRUE,full_bar,average,dressy,3,FALSE,,,TRUE,FALSE,
1,Phoenix,AZ,33.507557,-112.040116,3.5,169,639,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Pittsburgh,PA,40.4388711,-80.0038533,3.5,16,18,TRUE,full_bar,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.1607472,-115.2910679,2.5,49,107,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Peoria,AZ,33.7095352,-112.2731001,4,26,161,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Charlotte,NC,35.200486,-80.8521792,3.5,49,274,TRUE,full_bar,loud,casual,1,FALSE,TRUE,outdoor,TRUE,,
1,Phoenix,AZ,33.4799104,-111.9854773,3,16,103,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Henderson,NV,35.96487579,-115.1713897,4,69,224,TRUE,full_bar,quiet,,2,,,outdoor,FALSE,,
1,Las Vegas,NV,36.06734095,-115.1781889,3.5,321,1961,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
0,Las Vegas,NV,36.2191781,-115.2624712,3,35,306,TRUE,none,,,1,,,,,,
0,Mesa,AZ,33.4148655,-111.8402581,2.5,29,22,FALSE,none,average,casual,1,TRUE,TRUE,,TRUE,,
0,Las Vegas,NV,36.006928,-115.146662,4,10,6,FALSE,none,quiet,casual,1,TRUE,TRUE,,FALSE,,
1,Henderson,NV,36.1031046,-114.9295986,3.5,66,123,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,outdoor,TRUE,TRUE,FALSE
0,Phoenix,AZ,33.6395011,-112.0717684,4,29,107,FALSE,none,,,2,,,,,,
1,Charlotte,NC,35.08974428,-80.85820079,4.5,160,445,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Montral,QC,45.4983848,-73.5762897,3.5,9,13,FALSE,full_bar,,casual,2,,,,TRUE,,
0,Tempe,AZ,33.43260531,-111.9049466,3.5,103,193,FALSE,none,quiet,casual,1,FALSE,TRUE,,TRUE,FALSE,
0,Tempe,AZ,33.3353841,-111.9270761,4,62,323,TRUE,none,,,1,,TRUE,,,,
1,Phoenix,AZ,33.421587,-111.989088,5,267,440,TRUE,none,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Mesa,AZ,33.433836,-111.866889,3.5,89,280,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Phoenix,AZ,33.6789932,-112.0301297,4,29,46,FALSE,beer_and_wine,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.1251279,-115.225621,3,21,113,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,,
1,Scottsdale,AZ,33.62816769,-111.8914398,4,36,171,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.141121,-115.1366241,3.5,73,188,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,36.12617014,-115.1669985,4,603,768,TRUE,full_bar,average,dressy,4,FALSE,TRUE,,TRUE,FALSE,FALSE
1,Montral,QC,45.5474723,-73.5433596,4,15,15,TRUE,none,quiet,casual,3,FALSE,TRUE,,FALSE,FALSE,
1,Pineville,NC,35.084106,-80.878954,3,6,28,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Charlotte,NC,35.0556894,-80.85337758,4,20,57,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Mesa,AZ,33.3904462,-111.8553658,3,18,40,FALSE,full_bar,loud,casual,2,FALSE,TRUE,,TRUE,,
0,Charlotte,NC,35.20309448,-80.82442474,4,50,114,TRUE,full_bar,average,casual,2,TRUE,TRUE,,TRUE,TRUE,FALSE
1,Las Vegas,NV,36.125592,-115.211199,4,115,764,TRUE,beer_and_wine,average,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Fountain Hills,AZ,33.5738374,-111.7142695,4.5,38,70,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,,
0,Las Vegas,NV,36.1314439,-115.1648858,3,4,13,FALSE,none,average,casual,1,TRUE,,,FALSE,,
1,Pittsburgh,PA,40.458267,-79.942274,4,39,102,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,TRUE,
0,Montral,QC,45.4976459,-73.5751208,5,5,29,TRUE,none,,,2,,,,FALSE,,
1,Las Vegas,NV,36.1544947,-115.151433,4.5,19,76,TRUE,full_bar,average,,1,,,yes,FALSE,,
1,Montral,QC,45.5397804,-73.5997325,3,9,9,TRUE,full_bar,loud,,2,,,no,FALSE,,
1,Las Vegas,NV,36.3067315,-115.2772047,3,46,238,TRUE,full_bar,average,casual,2,FALSE,TRUE,yes,FALSE,FALSE,
1,Pittsburgh,PA,40.3989335,-80.0266142,1.5,5,21,TRUE,none,average,casual,1,FALSE,,,FALSE,FALSE,
1,Edinburgh,EDH,55.9472825,-3.1852819,4,82,137,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,FALSE,FALSE,
1,Charlotte,NC,35.2273169,-80.843148,4,22,117,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,,
1,Charlotte,NC,35.209084,-80.857952,3.5,11,5,FALSE,full_bar,,casual,1,FALSE,FALSE,,TRUE,,
0,Henderson,NV,36.03159556,-114.9700386,1.5,4,6,TRUE,none,,,,TRUE,,,FALSE,,
1,Las Vegas,NV,36.175,-115.136389,3.5,15,19,TRUE,full_bar,average,casual,2,FALSE,,,FALSE,FALSE,
1,Chandler,AZ,33.32109162,-111.847549,2,3,7,TRUE,none,,casual,1,,FALSE,,,,
0,Las Vegas,NV,36.1144204,-115.2796422,2.5,10,101,TRUE,none,,,1,,TRUE,,,,
1,Montral,QC,45.5010124,-73.5752172,4,40,50,TRUE,full_bar,loud,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Chandler,AZ,33.2809096,-111.9613892,2,8,38,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,36.1142829,-115.3064409,3,7,7,FALSE,full_bar,,casual,2,,FALSE,,TRUE,,TRUE
1,Las Vegas,NV,36.1266125,-115.2252979,3.5,58,224,TRUE,none,average,casual,1,FALSE,,,FALSE,TRUE,
1,Phoenix,AZ,33.495442,-112.003887,2,5,16,TRUE,none,quiet,casual,1,TRUE,,,FALSE,TRUE,
0,Glendale,AZ,33.581291,-112.185455,3.5,3,38,TRUE,none,,,2,,,,,,
0,Phoenix,AZ,33.711091,-112.1122766,3,5,13,TRUE,none,,,2,,,,,,
0,Queen Creek,AZ,33.2197179,-111.5297743,4.5,76,188,TRUE,none,,,2,,,,,,
0,Montral,QC,45.5040261,-73.5684829,4,7,15,TRUE,none,,casual,2,,,no,,,
0,Goodyear,AZ,33.4569562,-112.3935272,2.5,12,4,TRUE,none,,casual,1,TRUE,,,FALSE,FALSE,
0,Henderson,NV,36.0230715,-115.0825286,3.5,132,2314,TRUE,none,,,3,,FALSE,,,,
1,Edinburgh,EDH,55.95023274,-3.191538865,4.5,52,125,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,FALSE,,
0,North Las Vegas,NV,36.238892,-115.168446,4,12,100,TRUE,none,,,1,,,,,,
1,Las Vegas,NV,36.0113116,-115.1747074,3.5,493,1971,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Scottsdale,AZ,33.634774,-111.917959,3,22,11,FALSE,none,,casual,1,FALSE,TRUE,,TRUE,,
1,Phoenix,AZ,33.602657,-112.036439,4,33,225,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.05323735,-115.2796205,3,76,223,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Charlotte,NC,35.3508939,-80.841644,4,53,120,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,,
1,Las Vegas,NV,36.1691517,-115.2913521,3,49,224,FALSE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Phoenix,AZ,33.6384005,-111.9795246,4,97,235,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Chandler,AZ,33.320451,-111.967678,2.5,47,209,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
0,Phoenix,AZ,33.5039376,-112.0999146,4.5,27,13,FALSE,none,,,1,,,,FALSE,,
0,Las Vegas,NV,36.180676,-115.179791,1.5,8,26,TRUE,none,,,,FALSE,,,,,
1,Champaign,IL,40.110113,-88.233218,3.5,43,36,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,FALSE,TRUE
1,Charlotte,NC,35.228524,-80.914573,4,9,10,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,,
1,Scottsdale,AZ,33.6227073,-111.8970828,2,6,22,TRUE,none,quiet,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Scottsdale,AZ,33.601973,-111.88792,2.5,24,32,TRUE,none,,,3,,,,FALSE,,
0,Las Vegas,NV,36.113251,-115.3060503,4.5,27,61,TRUE,none,,,2,,,,,,
1,Madison,WI,43.0805026,-89.3685664,4.5,178,213,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Las Vegas,NV,36.085343,-115.11937,4.5,12,60,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Pittsburgh,PA,40.44314459,-80.00110379,4,657,1112,TRUE,full_bar,average,casual,3,FALSE,TRUE,,TRUE,FALSE,
1,Tempe,AZ,33.3771903,-111.9520135,3,41,106,FALSE,full_bar,average,casual,2,TRUE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,33.683323,-112.092428,4,51,140,TRUE,none,average,casual,1,TRUE,FALSE,,TRUE,TRUE,
1,Peoria,AZ,33.552411,-112.269291,3.5,130,924,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Gilbert,AZ,33.3355881,-111.7382864,2.5,5,4,FALSE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,,
1,Glendale,AZ,33.6702113,-112.2016418,3.5,3,12,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Mesa,AZ,33.393227,-111.868642,4.5,151,476,TRUE,beer_and_wine,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
1,Charlotte,NC,35.05401038,-80.85248162,4,71,170,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Scottsdale,AZ,33.5017723,-111.9281865,3.5,104,708,TRUE,full_bar,average,casual,2,FALSE,,,TRUE,TRUE,TRUE
1,Charlotte,NC,35.21565386,-80.82829803,4,33,33,FALSE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,,TRUE
1,Las Vegas,NV,36.1231056,-115.2436769,3.5,25,209,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Fort Mill,SC,35.093402,-80.934661,3,15,28,FALSE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,,
1,Las Vegas,NV,36.11274,-115.21134,2.5,19,58,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Charlotte,NC,35.3116221,-80.7451172,4,29,187,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Mesa,AZ,33.451867,-111.840264,1.5,7,32,TRUE,none,,casual,1,FALSE,,,FALSE,,
1,Las Vegas,NV,36.16481,-115.0617998,3,16,67,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
0,Pittsburgh,PA,40.45582969,-79.93377686,2.5,9,8,FALSE,none,,,3,,,,,,
1,Madison,WI,43.07330004,-89.52668633,4,56,53,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,no,TRUE,FALSE,
0,Champaign,IL,40.119807,-88.2438559,3.5,19,36,FALSE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
0,Laval,QC,45.57144466,-73.75306505,4,4,26,TRUE,none,,,2,,,,FALSE,,
1,Pittsburgh,PA,40.4481638,-79.8984078,3.5,4,4,TRUE,none,,casual,1,TRUE,,,TRUE,TRUE,
1,Phoenix,AZ,33.671426,-112.03017,3.5,142,407,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Peoria,AZ,33.7106095,-112.2733824,3.5,134,601,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Las Vegas,NV,36.057578,-115.158149,4,6,64,TRUE,none,,casual,1,FALSE,,,FALSE,,
1,Phoenix,AZ,33.8004042,-112.1294042,3.5,43,192,TRUE,none,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Las Vegas,NV,36.114242,-115.162951,3,6,30,TRUE,full_bar,loud,,2,,FALSE,no,FALSE,,
1,Mesa,AZ,33.3745401,-111.6872169,4,67,119,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Champaign,IL,40.095553,-88.245819,2.5,14,25,TRUE,beer_and_wine,quiet,casual,2,FALSE,TRUE,outdoor,TRUE,TRUE,
1,Florence,AZ,33.0232023,-111.3872418,3.5,5,13,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,,
1,Pittsburgh,PA,40.44083957,-80.00196934,3.5,53,171,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
0,Las Vegas,NV,36.1133469,-115.3097496,3.5,154,205,TRUE,none,,,2,FALSE,,,,,
1,Charlotte,NC,35.208424,-80.859759,4,107,417,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,TRUE
1,Las Vegas,NV,36.271407,-115.2665755,3.5,120,731,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,,FALSE,FALSE,
0,Glendale,AZ,33.5832072,-112.1857166,3.5,58,160,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Glendale,AZ,33.532777,-112.265547,4,4,14,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Edinburgh,EDH,55.9499567,-3.1937055,4,9,19,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Gilbert,AZ,33.3776903,-111.7528848,3.5,113,164,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Goodyear,AZ,33.4640476,-112.3727622,3,54,298,TRUE,full_bar,loud,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Charlotte,NC,35.225378,-80.841961,3,198,504,TRUE,full_bar,average,dressy,3,FALSE,TRUE,outdoor,TRUE,TRUE,
1,Gilbert,AZ,33.3298763,-111.7918314,4.5,3,5,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.2278411,-80.8394745,3,53,122,TRUE,full_bar,loud,casual,2,FALSE,TRUE,no,FALSE,FALSE,
1,Las Vegas,NV,36.115602,-115.102291,3,7,36,TRUE,none,,casual,1,,,,TRUE,,
1,Fountain Hills,AZ,33.603815,-111.715698,3,58,280,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,,
1,Phoenix,AZ,33.4797564,-111.9941067,4.5,125,377,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Charlotte,NC,35.3099289,-80.754271,3.5,16,40,TRUE,full_bar,quiet,casual,1,FALSE,FALSE,,TRUE,FALSE,
1,Las Vegas,NV,36.19527408,-115.2426231,3,59,310,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,FALSE,
1,Champaign,IL,40.1178627,-88.24330139,2.5,52,92,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
0,Phoenix,AZ,33.601931,-111.983719,4.5,11,13,FALSE,none,,,2,,,,,,
1,Phoenix,AZ,33.4474533,-112.0745574,3,87,371,TRUE,none,loud,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Pittsburgh,PA,40.45712662,-79.92961121,4,180,419,TRUE,full_bar,average,dressy,3,FALSE,TRUE,,TRUE,TRUE,FALSE
0,Las Vegas,NV,36.170125,-115.141972,2,37,58,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,FALSE
1,Phoenix,AZ,33.5818111,-112.1241561,4,8,30,FALSE,none,quiet,casual,2,FALSE,TRUE,,FALSE,,
1,Henderson,NV,36.0698735,-115.0826733,3.5,40,85,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Mesa,AZ,33.4153566,-111.8314726,3,24,22,FALSE,none,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Pittsburgh,PA,40.455167,-79.994957,4,6,28,TRUE,full_bar,,dressy,2,FALSE,,,FALSE,,
1,Las Vegas,NV,36.119493,-115.138061,3.5,4,42,TRUE,none,,casual,2,FALSE,TRUE,,FALSE,,
0,Phoenix,AZ,33.439648,-112.026154,3.5,31,346,TRUE,none,,,1,,,,FALSE,,
1,Peoria,AZ,33.581119,-112.2401688,4,49,89,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,,
0,Indian Land,SC,35.0108857,-80.8495311,3,16,237,TRUE,none,,,1,,,,,,
1,Pittsburgh,PA,40.4516985,-80.0175378,4.5,39,93,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Mesa,AZ,33.394408,-111.718791,3.5,13,20,FALSE,none,quiet,casual,2,,,,FALSE,,
1,Chandler,AZ,33.305909,-111.840539,3.5,94,153,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,TRUE
1,Tempe,AZ,33.4329144,-111.9054505,2.5,204,1011,TRUE,full_bar,loud,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Gilbert,AZ,33.324014,-111.687634,3.5,52,286,TRUE,full_bar,loud,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Matthews,NC,35.12849825,-80.70243804,2.5,9,21,TRUE,beer_and_wine,quiet,casual,1,FALSE,TRUE,,TRUE,,
0,Phoenix,AZ,33.3777494,-112.073407,3,8,24,TRUE,none,quiet,casual,1,FALSE,,,FALSE,,
1,Charlotte,NC,35.146363,-80.827976,4,108,410,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
0,Scottsdale,AZ,33.5543372,-111.9007022,4,11,15,FALSE,none,,,1,,,,FALSE,,
1,Scottsdale,AZ,33.4966639,-111.9299885,4,219,1802,TRUE,full_bar,average,casual,2,FALSE,,outdoor,TRUE,TRUE,
1,Las Vegas,NV,36.170055,-115.140844,3.5,107,413,FALSE,full_bar,loud,,2,,FALSE,yes,FALSE,,
1,Las Vegas,NV,36.01979,-115.15036,4,59,109,FALSE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
0,Las Vegas,NV,36.1111032,-115.0641991,3.5,6,38,TRUE,none,,,1,,,,,,
1,Scottsdale,AZ,33.698837,-111.888302,3.5,8,43,FALSE,none,average,casual,1,TRUE,FALSE,,,TRUE,
1,Charlotte,NC,35.1716684,-80.8492639,4,29,494,FALSE,full_bar,average,casual,2,FALSE,FALSE,outdoor,TRUE,,
0,Edinburgh,EDH,55.9392658,-3.191716,4,5,10,TRUE,none,,,,FALSE,FALSE,,,,
1,Phoenix,AZ,33.4511267,-112.1568419,3.5,10,10,TRUE,none,quiet,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Phoenix,AZ,33.495477,-112.0010907,4.5,184,786,TRUE,none,quiet,casual,1,FALSE,,,FALSE,FALSE,
0,Pittsburgh,PA,40.4408964,-79.958095,3,5,8,TRUE,none,,,2,,,,,,
1,Montral,QC,45.5216406,-73.5941173,4,49,64,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,outdoor,FALSE,FALSE,
1,Montreal,QC,45.5798451,-73.5450357,3,3,8,TRUE,beer_and_wine,average,casual,2,,TRUE,,FALSE,,
1,Las Vegas,NV,36.115181,-115.069022,3,8,26,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,,
1,Montral,QC,45.5081446,-73.5598119,4,18,21,TRUE,beer_and_wine,quiet,casual,1,,TRUE,,FALSE,FALSE,
0,Phoenix,AZ,33.459023,-112.068175,2,11,21,TRUE,none,,,2,,,,,,
0,Phoenix,AZ,33.609923,-112.014489,4,12,196,TRUE,none,,,2,,,,,,
1,Edinburgh,EDH,55.9520451,-3.2007727,3.5,23,18,TRUE,full_bar,loud,casual,3,FALSE,TRUE,outdoor,TRUE,,
0,Laveen,AZ,33.3775906,-112.16516,2.5,4,12,TRUE,none,,casual,1,,,,FALSE,,
0,Montral,QC,45.5170072,-73.589832,4.5,52,49,TRUE,none,quiet,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Mesa,AZ,33.3775316,-111.8596924,3,10,10,TRUE,none,quiet,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Phoenix,AZ,33.5092616,-112.0376214,3,30,112,FALSE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,,
1,Madison,WI,43.0705,-89.325568,4,12,7,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
0,Goodyear,AZ,33.4872128,-112.3626572,3.5,5,7,TRUE,none,loud,,,,,,,,
1,Las Vegas,NV,36.1261521,-115.2105683,3.5,40,9,FALSE,none,loud,casual,1,TRUE,TRUE,,FALSE,FALSE,TRUE
0,Montral,QC,45.5526188,-73.5397556,4.5,4,15,TRUE,none,,,,,,,,,
0,Phoenix,AZ,33.43605577,-111.9983064,2,11,36,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Bloomfield,PA,40.461152,-79.948524,4,4,4,TRUE,full_bar,average,casual,2,FALSE,,outdoor,FALSE,,
1,Glendale,AZ,33.5675281,-112.160708,4.5,7,19,TRUE,none,quiet,casual,1,FALSE,,,FALSE,,
0,Henderson,NV,36.038452,-114.982379,3,13,110,TRUE,none,,,2,,,,,,
1,Charlotte,NC,35.09867267,-80.98824969,3.5,9,15,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Las Vegas,NV,36.128561,-115.1711298,2.5,30,41,TRUE,none,,,2,,,,,,
0,Las Vegas,NV,36.143945,-115.064099,4,5,46,FALSE,none,quiet,,,FALSE,TRUE,,FALSE,,
1,Charlotte,NC,35.22140419,-80.81825774,2.5,11,27,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,FALSE,
1,Edinburgh,EDH,55.9507588,-3.1827665,3,27,13,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,,
0,Pittsburgh,PA,40.4666119,-79.9642428,4,47,56,TRUE,none,quiet,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Montreal,QC,45.5327193,-73.6138458,3.5,9,12,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,,
1,Charlotte,NC,35.308833,-80.750761,3.5,5,22,TRUE,full_bar,average,casual,2,FALSE,,,TRUE,,
1,Chandler,AZ,33.3048103,-111.9270642,3,42,88,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,TRUE,
1,Las Vegas,NV,36.135689,-115.16338,2.5,19,205,TRUE,none,loud,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Pittsburgh,PA,40.450866,-79.933919,3,61,70,TRUE,full_bar,average,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Scottsdale,AZ,33.6256847,-111.9413185,4,228,768,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Henderson,NV,36.005145,-115.111066,3.5,116,476,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
0,Madison,WI,43.06954,-89.40942,3.5,14,42,FALSE,none,,,2,,,,,,
1,Phoenix,AZ,33.4802381,-112.077889,2,14,11,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,,
0,Glendale,AZ,33.6710879,-112.2008473,4.5,47,241,TRUE,none,,,1,,,,,,
0,Phoenix,AZ,33.3049423,-111.9994842,2,6,6,TRUE,none,quiet,casual,1,FALSE,FALSE,,,,
1,Las Vegas,NV,36.159527,-115.242714,4,4,4,FALSE,none,quiet,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.339783,-80.834054,3,11,19,TRUE,none,average,casual,1,FALSE,,,FALSE,FALSE,
0,Charlotte,NC,35.0779132,-80.8182957,4,14,33,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,36.1238755,-115.279439,3.5,256,427,TRUE,none,average,casual,2,TRUE,TRUE,,TRUE,TRUE,TRUE
1,Las Vegas,NV,36.1280756,-115.2245664,3.5,109,432,FALSE,beer_and_wine,average,casual,2,FALSE,,,FALSE,FALSE,
1,Las Vegas,NV,36.127032,-115.168361,3,14,35,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,,
1,Gilbert,AZ,33.3067786,-111.721472,4,18,31,FALSE,none,quiet,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,33.4148655,-111.9949239,4.5,4,12,TRUE,none,average,casual,2,TRUE,FALSE,,FALSE,TRUE,
0,Phoenix,AZ,33.597169,-112.037281,3,3,22,TRUE,none,,,1,,,,,,
1,Phoenix,AZ,33.530335,-112.047101,4,403,1158,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,FALSE
